epoch,readout,fan,pump,slider,valve,ToyCar,ToyConveyor,mean
28,recon_spmean,0.4682,0.5062,0.6800,0.4282,0.6327,0.5359,0.5419
28,neg_cos,0.7545,0.7946,0.9038,0.7499,0.8377,0.5765,0.7695
28,logit_nll,0.7099,0.7558,0.8326,0.6910,0.7697,0.5271,0.7144
28,fusion_negcos,0.6581,0.7352,0.8387,0.6323,0.7796,0.5722,0.7027
28,maha_embed,0.7892,0.8683,0.9271,0.9241,0.8889,0.6555,0.8422
28,fusion_maha,0.6323,0.7240,0.8100,0.7125,0.8267,0.6077,0.7189
29,recon_spmax,0.4878,0.5653,0.7146,0.5691,0.7731,0.5139,0.6040
29,recon_spmean,0.4945,0.5208,0.7115,0.4306,0.6628,0.5533,0.5622
29,neg_cos,0.7482,0.7416,0.9185,0.8337,0.8705,0.5221,0.7724
29,logit_nll,0.7744,0.7439,0.8510,0.7939,0.8302,0.5215,0.7525
29,fusion_negcos,0.7186,0.7160,0.8594,0.6923,0.8396,0.5698,0.7326
29,maha_embed,0.8400,0.8750,0.9174,0.9269,0.7764,0.6524,0.8314
29,fusion_maha,0.7174,0.7351,0.8221,0.7492,0.7680,0.6157,0.7346
30,recon_spmax,0.5095,0.5800,0.6527,0.5422,0.7199,0.4981,0.5837
30,recon_spmean,0.4973,0.5209,0.6953,0.4258,0.6312,0.5549,0.5543
30,neg_cos,0.7421,0.7703,0.8286,0.7425,0.8922,0.6070,0.7638
30,logit_nll,0.7466,0.7693,0.7953,0.7183,0.8527,0.5305,0.7354
30,fusion_negcos,0.7001,0.7420,0.8213,0.6510,0.8331,0.5938,0.7235
30,maha_embed,0.8151,0.8916,0.9101,0.9175,0.8543,0.6442,0.8388
30,fusion_maha,0.6743,0.7372,0.8096,0.7135,0.8000,0.6151,0.7249
31,recon_spmax,0.4981,0.5379,0.6427,0.5761,0.7139,0.4942,0.5771
31,recon_spmean,0.4953,0.5164,0.6923,0.4204,0.6177,0.5452,0.5479
31,neg_cos,0.7690,0.8650,0.8996,0.7376,0.7929,0.5678,0.7720
31,logit_nll,0.6931,0.7889,0.8639,0.6716,0.8169,0.5176,0.7253
31,fusion_negcos,0.6501,0.7450,0.8563,0.6381,0.7916,0.5807,0.7103
